child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes
ROPOGOS SARGA,COARNA ALBA,Parent 1,SSR,SSR,20,44.9,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROPOGOS SARGA,F PROKUPAC,Parent 2,SSR,SSR,20,44.9,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROSA DEL PERU = BLACK PRINCE MISSION = PAIS,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,21.5,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Confirmation of prior publication: Tapia 2007; Myles 2011 | nSSR: 20/1
ROSÉ DU VAR,OULIVEN,Parent 1,SSR,SSR,20,31.04,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
ROSÉ DU VAR,F GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,31.04,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
ROSENMUSKAT,PINOT,Parent 1,SSR,SSR,20,34.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
ROSENMUSKAT,VERJUS,Parent 2,SSR,SSR,20,34.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
ROTBERGER = GM 3‐37,RIESLING WEISS,Parent 1,SSR,SSR,20,30.69,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
ROTBERGER = GM 3‐37,FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,30.69,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
ROUBINOY DE MAGARATCH = SAPERAVI,CABERNET‐SAUVIGNON,Parent 1,SSR,SSR,20,44.03,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
ROUBINOY DE MAGARATCH = SAPERAVI,MAGARATCH 56,Parent 2,SSR,SSR,20,44.03,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/0
ROUBLOT,PINOT,Parent 1,SSR,SSR,20,36.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
ROUBLOT,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,36.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
ROUCHAKI,SULTANINE,Parent 1,SSR,SSR,20,38.05,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROUCHAKI,MSKHALI,Parent 2,SSR,SSR,20,38.05,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROUMI NOIR,DARKAIA NOIR,Parent 1,SSR,SSR,20,37.33,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROUMI NOIR,F MUSCAT DE HAMBOURG,Parent 2,SSR,SSR,20,37.33,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROUSSAOU,CHANRONGE,Parent 1,SSR,SSR,20,32.92,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
ROUSSAOU,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,32.92,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
ROXO DOS PINTOS,GIBI = HEBÉN,Parent 1,SSR,SSR,20,30.41,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROXO DOS PINTOS,F AHMEUR BOU AHMEUR,Parent 2,SSR,SSR,20,30.41,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ROYAL MOLENBERG,GOLDEN HAMBOURG,Parent 1,SSR,SSR,20,38.93,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative.No information on the original cross. | nSSR: 20/0
ROYAL MOLENBERG,GROS COLMAN,Parent 2,SSR,SSR,20,38.93,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative.No information on the original cross. | nSSR: 20/0
ROYAL MOLENBERG,FRANKENTHAL = SCHIAVA GROSSA GROS COLMAN,Parent 1,SSR,SSR,20,40.32,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative.No information on the original cross. | nSSR: 20/0
ROYAL VINEYARD (COLLECTION MUSCAT D'ALEXANDRIE,VERJUS,Parent 1,SSR,SSR,20,18.74,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 19/1
ROYAL VINEYARD (COLLECTION MUSCAT D'ALEXANDRIE,OBERLIN),Parent 2,SSR,SSR,20,18.74,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 19/1
RUBI,PINOT,Parent 1,SSR,SSR,20,32.85,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Boursiquot 2004; Di Vecchi | nSSR: 20/0
RUBI,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,32.85,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Boursiquot 2004; Di Vecchi | nSSR: 20/0
RUBY CABERNET,CARIGNAN NOIR,Parent 1,SSR,SSR,20,41.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Lacombe 2010; Myles 2011 | nSSR: 20/0
RUBY CABERNET,CABERNET‐SAUVIGNON,Parent 2,SSR,SSR,20,41.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Lacombe 2010; Myles 2011 | nSSR: 20/0
RUBY SEEDLESS,EMPEROR,Parent 1,SSR,SSR,20,23.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/1
RUBY SEEDLESS,SULTANA MOSCATA = PIROVANO 75,Parent 2,SSR,SSR,20,23.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/1
RUBY STAR,REINE DES VIGNES,Parent 1,SSR,SSR,20,38.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
RUBY STAR,MUSCAT DE HAMBOURG,Parent 2,SSR,SSR,20,38.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
RUFETE,PEREPINHAO PORTALEGRE,Parent 1,SSR,SSR,20,35.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
RUFETE,TINTA MADEIRA,Parent 2,SSR,SSR,20,35.58,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
RUSENSKO EDRO,REINE DES VIGNES,Parent 1,SSR,SSR,20,23.48,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 20/1
RUSENSKO EDRO,ITALIA = PIROVANO 65,Parent 2,SSR,SSR,20,23.48,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 20/1
RUZEVINA,BOMBINO BIANCO,Parent 1,SSR,SSR,20,38.37,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
RUZEVINA,LASINA,Parent 2,SSR,SSR,20,38.37,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SABRA FEMELLE,GIBI = HEBÉN,Parent 1,SSR,SSR,20,37.47,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SABRA FEMELLE,F PARDINA = JAEN BLANCO,Parent 2,SSR,SSR,20,37.47,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SACY,PINOT,Parent 1,SSR,SSR,20,33.6,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
SACY,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,33.6,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
SAINT‐CÔME,MOURAL,Parent 1,SSR,SSR,20,30.67,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
SAINT‐CÔME,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,30.67,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
SAINTE‐MARIE DE BIVIERS,GOUAIS BLANC = HEUNISCH WEISS CHASSELAS,Parent 1,SSR,SSR,20,32.84,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
SAINT‐FIACRE,SULTANINE,Parent 1,SSR,SSR,20,38.59,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SAINT‐FIACRE,GROS COLMAN,Parent 2,SSR,SSR,20,38.59,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SAINT‐LOUIS FAUX,BLACK MOROCCO,Parent 1,SSR,SSR,20,42.29,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SAINT‐LOUIS FAUX,F FRANKENTHAL = SCHIAVA GROSSA,Parent 2,SSR,SSR,20,42.29,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SAINTON = VIDAL 9,ONDENC,Parent 1,SSR,SSR,20,34.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SAINTON = VIDAL 9,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,20,34.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SAINTONGE = VIDAL 31,FOLLE BLANCHE,Parent 1,SSR,SSR,20,32.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
SAINTONGE = VIDAL 31,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,20,32.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
SAINT‐PIERRE DORÉ,GOUAIS BLANC = HEUNISCH WEISS SAUVIGNONASSE,Parent 1,SSR,SSR,20,30.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
SALICETTE (COLLECTION PARC DE LA PRÉCOCE DE MALINGRE,PRÉCOCE DE MALINGRE,Parent 1,SSR,SSR,20,48.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: | nSSR: 20/0
SALICETTE (COLLECTION PARC DE LA PRÉCOCE DE MALINGRE,TÊTE D'OR),Parent 2,SSR,SSR,20,48.09,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: | nSSR: 20/0
SARBA,RIESLING ITALICO,Parent 1,SSR,SSR,20,25.26,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 20/1
SARBA,MUSCAT DE HAMBOURG,Parent 2,SSR,SSR,20,25.26,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Half validation of breeder's data. | nSSR: 20/1
SAUTERNE BLANC,SEMILLON,Parent 1,SSR,SSR,20,36.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
SAUTERNE BLANC,JURANÇON BLANC,Parent 2,SSR,SSR,20,36.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
SAUVIGNON PICCOLO FAUX,PETIT MESLIER,Parent 1,SSR,SSR,20,33.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SAUVIGNON PICCOLO FAUX,MUSCAT FLEUR D'ORANGER,Parent 2,SSR,SSR,20,33.98,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SAVVATIANO,RHODITIS,Parent 1,SSR,SSR,20,50.2,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
SAVVATIANO,KARYSTINO,Parent 2,SSR,SSR,20,50.2,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
SCHEU 10514,SAVAGNIN BLANC,Parent 1,SSR,SSR,20,40.02,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
SCHEU 10514,RIESLING WEISS,Parent 2,SSR,SSR,20,40.02,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
SCHEUREBE = ALZEY S 88,RIESLING WEISS,Parent 1,SSR,SSR,20,28.53,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Half confirmation of prior publication: Grando 1998 | nSSR: 20/0
SCHEUREBE = ALZEY S 88,BOUQUETTRAUBE,Parent 2,SSR,SSR,20,28.53,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. Half confirmation of prior publication: Grando 1998 | nSSR: 20/0
SCHIRAS DR. HOUDBINE,CHAOUCH BLANC,Parent 1,SSR,SSR,20,44.44,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
SCHIRAS DR. HOUDBINE,F KECSKECSECSU ROSZAS PIROS,Parent 2,SSR,SSR,20,44.44,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior publication: Lacombe 2007 | nSSR: 20/0
SCHIRAS SÄMLING,RIESLING WEISS,Parent 1,SSR,SSR,20,42.36,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
SCHIRAS SÄMLING,MUSCAT SAINT‐LAURENT,Parent 2,SSR,SSR,20,42.36,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
SEGALIN,JURANÇON NOIR,Parent 1,SSR,SSR,20,49.33,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2005 | nSSR: 20/0
SEGALIN,PORTUGAIS BLEU,Parent 2,SSR,SSR,20,49.33,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2005 | nSSR: 20/0
SELECT (OBTENTION ROUMANIE) BICANE,F DATTIER DE BEYROUTH = AFUZ ALI,Parent 1,SSR,SSR,20,33.02,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 19/0
SELECT = VIDAL 100 T,JURANÇON BLANC,Parent 1,SSR,SSR,20,31.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SELECT = VIDAL 100 T,UGNI BLANC = TREBBIANO TOSCANO,Parent 2,SSR,SSR,20,31.81,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SEMEBAT,COT = MALBEC,Parent 1,SSR,SSR,20,34.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SEMEBAT,BAROQUE,Parent 2,SSR,SSR,20,34.86,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SEPTIMER = ALZEY 3952,SAVAGNIN BLANC,Parent 1,SSR,SSR,20,35.02,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 19/0
SEPTIMER = ALZEY 3952,MÜLLER‐THURGAU,Parent 2,SSR,SSR,20,35.02,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 19/0
SÉRÉNÈZE,CHATUS,Parent 1,SSR,SSR,20,31.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
SÉRÉNÈZE,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,31.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half confirmation of prior publication: Boursiquot 2004 | nSSR: 20/0
SERVANT,WILDBACHER DE HONGRIE (COLLECTION FERRAL = PRUNESTA ROSSO VIOLACEA RAVAZ),Parent 1,SSR,SSR,20,30.79,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SEVAN,KARMIR KAKHANI,Parent 1,SSR,SSR,20,51.16,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SEVAN,F JELUDOVII,Parent 2,SSR,SSR,20,51.16,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SHIRAZI,SULTANINE,Parent 1,SSR,SSR,20,41.31,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SHIRAZI,BLANC D'IRAN (CHARIF),Parent 2,SSR,SSR,20,41.31,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SIEGERREBE = SCHEU 7957,MADELEINE ANGEVINE,Parent 1,SSR,SSR,20,44.08,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SIEGERREBE = SCHEU 7957,F SAVAGNIN = TRAMINER,Parent 2,SSR,SSR,20,44.08,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SILCHER = WEINSBERG S377,SYLVANER,Parent 1,SSR,SSR,20,40.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SILCHER = WEINSBERG S377,KERNER = WE S 25‐30,Parent 2,SSR,SSR,20,40.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SILVANIA,BICANE,Parent 1,SSR,SSR,20,40.71,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
SILVANIA,F LIMBERGER = BLAUFRÄNKISCH,Parent 2,SSR,SSR,20,40.71,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
SINKAVAKE ZLUTE,BLANK BLAUER = VULPEA,Parent 1,SSR,SSR,20,34.87,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SINKAVAKE ZLUTE,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,34.87,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SLANKAMENKA BLANC,BALINT,Parent 1,SSR,SSR,20,40.38,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of prior publication: Myles 2011 | nSSR: 20/0
SLANKAMENKA BLANC,F RAZACHIE ROSIE,Parent 2,SSR,SSR,20,40.38,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of prior publication: Myles 2011 | nSSR: 20/0
SOLFERINO = PIROVANO 316,DATTIER DE BEYROUTH = AFUZ ALI ANGELO PIROVANO = PIROVANO 2,Parent 1,SSR,SSR,20,23.1,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
SOROK LET OKTIABRIA,KOPTCHAK,Parent 1,SSR,SSR,20,36.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SOROK LET OKTIABRIA,ND ALICANTE HENRI BOUSCHET,Parent 2,SSR,SSR,20,36.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SOUKHOLIMANSKY BELY,PLAVAÏ,Parent 1,SSR,SSR,20,32.59,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2006 | nSSR: 20/0
SOUKHOLIMANSKY BELY,CHARDONNAY BLANC,Parent 2,SSR,SSR,20,32.59,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. Confirmation of prior publication: Di Vecchi Staraz 2006 | nSSR: 20/0
SOUVENIR DU CONGRÈS,COARNA ALBA,Parent 1,SSR,SSR,20,23.27,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,No information on the original cross. | nSSR: 20/1
SOUVENIR DU CONGRÈS,F CHASSELAS,Parent 2,SSR,SSR,20,23.27,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,No information on the original cross. | nSSR: 20/1
SOVRANA = PIROVANO 244,FRANKENTHAL = SCHIAVA GROSSA DELIZIA DI VAPRIO = PIROVANO 46 A,Parent 1,SSR,SSR,20,27.61,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
STARINKY,PLETCHISTIK,Parent 1,SSR,SSR,20,48.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
STARINKY,F EKIM KARA FAUX (COLLECTION CONEGLIANO),Parent 2,SSR,SSR,20,48.76,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SULIVAN BLANC,SCHIRAS DR. HOUDBINE,Parent 1,SSR,SSR,20,35.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior publication: Vargas 2009 | nSSR: 20/0
SULIVAN BLANC,F CHASSELAS,Parent 2,SSR,SSR,20,35.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. Confirmation of prior publication: Vargas 2009 | nSSR: 20/0
SULTANA MOSCATA = PIROVANO 75 SULTANINE,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,18.48,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 19/1
SUSUMANIELLO,UVA SOGRA,Parent 1,SSR,SSR,20,42.33,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Di Vecchi Staraz 2007; (and half Crespan 2008) | nSSR: 20/0
SUSUMANIELLO,GARGANEGA = GRECANICO,Parent 2,SSR,SSR,20,42.33,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Di Vecchi Staraz 2007; (and half Crespan 2008) | nSSR: 20/0
SVEGEST,MISKET TRAKIJSHI,Parent 1,SSR,SSR,20,34.4,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SVEGEST,DATTIER DE BEYROUTH = AFUZ ALI,Parent 2,SSR,SSR,20,34.4,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
SYKIOTIS,KONTEGALO,Parent 1,SSR,SSR,20,36.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SYKIOTIS,F VRADYANO,Parent 2,SSR,SSR,20,36.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SYRAH,DUREZA,Parent 1,SSR,SSR,20,42.59,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998; Vouillamoz | nSSR: 20/0
SYRAH,MONDEUSE BLANCHE,Parent 2,SSR,SSR,20,42.59,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998; Vouillamoz | nSSR: 20/0
SZAGOS BAJNAR,HALHOLYAG,Parent 1,SSR,SSR,20,37.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SZAGOS BAJNAR,F LISZTES FEHER,Parent 2,SSR,SSR,20,37.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
SZAUTER GUSZTAV,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,23.82,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
SZAUTER GUSZTAV,CALABRE,Parent 2,SSR,SSR,20,23.82,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
SZEGENY EMBER SZÖLÖJE,ROSA MENNA DI VACCA,Parent 1,SSR,SSR,20,37.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
SZEGENY EMBER SZÖLÖJE,F MATHIASZ JANOSNE = MATHIASZ 210,Parent 2,SSR,SSR,20,37.64,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
SZENT LASZLÖ,ROSA MENNA DI VACCA,Parent 1,SSR,SSR,20,40.27,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
SZENT LASZLÖ,F BOUCHEREAU,Parent 2,SSR,SSR,20,40.27,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
SZEREMI ZÖLD,PURCSIN,Parent 1,SSR,SSR,20,36.91,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 19/0
