child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes,all_dois,vivc_derived_from,vivc_primary_doi,vivc_unloaded_dois
ARTURO MARESCALCHI,ITALIA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,ANGELO PIROVANO X ITALIA,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
ASPIRAN BOUSCHET,RIVAIRENC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,RIVAIRENC X TEINTURIER,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ASPIRAN BOUSCHET,TEINTURIER,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,RIVAIRENC X TEINTURIER,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ASPROUDA ZAKYNTHOU,KOUTSOUMBELI ASPRO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOUTSOUMBELI ASPRO X MAVRODAPHNI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ASPROUDA ZAKYNTHOU,MAVRODAPHNI,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOUTSOUMBELI ASPRO X MAVRODAPHNI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
MALVASIA FINA,HEBIEN,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,HEBEN X ALFROCHEIRO PRETO,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.00127; 10.3389/fpls.2020.605934; 10.5073/vitis.2015.54.special-issue.59-65; 10.5073/vitis.2015.54.special-issue.81-86,Cunha 2020; Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,10.5073/vitis.2015.54.special-issue.59-65; 10.5073/vitis.2015.54.special-issue.81-86
MALVASIA FINA,ALFROCHEIRO PRETO,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020; Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,HEBEN X ALFROCHEIRO PRETO,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.00127; 10.3389/fpls.2020.605934; 10.5073/vitis.2015.54.special-issue.59-65; 10.5073/vitis.2015.54.special-issue.81-86,Cunha 2020; Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,10.5073/vitis.2015.54.special-issue.59-65; 10.5073/vitis.2015.54.special-issue.81-86
ASSELI,HEPTAKILO,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,HEPTAKILO X PLANTA FINA,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
ASSELI,PLANTA FINA,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1007/s11295-014-0746-9,,confirmed,HEPTAKILO X PLANTA FINA,10.1007/s11295-014-0746-9,none,10.1007/s11295-014-0746-9,10.1007/s11295-014-0746-9
ATHENS,HUBBARD,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,HUBBARD X PORTLAND,,none,,
ATHENS,PORTLAND,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,HUBBARD X PORTLAND,,none,,
ATTILA,ROSA MENA DI VACCA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ROSA MENA DI VACCA X MADAME JEAN MATHIASZ,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
ATTILA,MADAME JEAN MATHIASZ,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ROSA MENA DI VACCA X MADAME JEAN MATHIASZ,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AUBIN BLANC,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GOUAIS BLANC X SAVAGNIN = TRAMINER,,none,,
AUBIN BLANC,SAVAGNIN = TRAMINER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,GOUAIS BLANC X SAVAGNIN = TRAMINER,,none,,
AUBIN VERT,PINOT,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PINOT X HEUNISCH WEISS,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
AUBIN VERT,GOUAIS BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PINOT X HEUNISCH WEISS,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
AUGSTER BLAU,AUGSTER WEISS,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,AUGSTER WEISS X VULPEA,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
AUGSTER BLAU,VULPEA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,AUGSTER WEISS X VULPEA,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
AUGSTER WEISS,ALBA IMPUTOTATO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,ALBA IMPUTOTATO X LISZTES FEHER,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
AUGSTER WEISS,LISZTES FEHER,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,ALBA IMPUTOTATO X LISZTES FEHER,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
AUGUSTA,AFUS ALI,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AFUS ALI X LIGNAN BLANC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AUGUSTA,LIGNAN BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AFUS ALI X LIGNAN BLANC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AUGUSTA LUISE,PARENT 1 WAS NOT CONFIRMED,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PARENT 1 WAS NOT CONFIRMED X SIEGERREBE,,none,,
AUGUSTA LUISE,SIEGERREBE,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,PARENT 1 WAS NOT CONFIRMED X SIEGERREBE,,none,,
AUGUSTRIESLING,RIESLING WEISS,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RIESLING WEISS X MALINGRE PRECOCE,,none,,
AUGUSTRIESLING,MALINGRE PRECOCE,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,RIESLING WEISS X MALINGRE PRECOCE,,none,,
AURORA INTA,REINE DES VIGNES,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,REINE DES VIGNES X PERLE DE CSABA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AURORA INTA,PERLE DE CSABA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,REINE DES VIGNES X PERLE DE CSABA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AURORE,SEIBEL 867,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 867 X PARENT 2 WAS NOT CONFIRMED,,none,,
AURORE,PARENT 2 WAS NOT CONFIRMED,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,SEIBEL 867 X PARENT 2 WAS NOT CONFIRMED,,none,,
AUXERROIS,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
AUXERROIS,PINOT,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
AZATENI,BAYAN SHIREI,Parent 1,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,BAYAN SHIREI X CHILAR,10.3390/biology10121279,Margaryan 2021,10.3390/biology10121279,
AZATENI,CHILAR,Parent 2,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,BAYAN SHIREI X CHILAR,10.3390/biology10121279,Margaryan 2021,10.3390/biology10121279,
AZOUGAH,ABOUHOU,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ABOUHOU X DEDO DE DAMA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
AZOUGAH,DEDO DE DAMA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ABOUHOU X DEDO DE DAMA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BACCHUS NOIR,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GOUAIS BLANC X CABERNET FRANC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BACCHUS NOIR,CABERNET FRANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GOUAIS BLANC X CABERNET FRANC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BACHET NOIR,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
BACHET NOIR,PINOT,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
BACO BLANC,FOLLE BLANCHE,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,FOLLE BLANCHE X NOAH,,none,,
BACO BLANC,NOAH,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,FOLLE BLANCHE X NOAH,,none,,
BAKARKA,KOEVIDINKA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOEVIDINKA X KADARKA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BAKARKA,KADARKA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOEVIDINKA X KADARKA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BALZAC BLANC,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH  X CHENIN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BALZAC BLANC,CHENIN BLANC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH  X CHENIN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BARBABLEU,OLIVETTA NERA,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,OLIVETTA NERA X MUSCAT HAMBURG,,none,,
BARBABLEU,MUSCAT HAMBURG,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,OLIVETTA NERA X MUSCAT HAMBURG,,none,,
BARCELO,AZAL,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AZAL X AMARAL,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BARCELO,AMARAL,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,AZAL X AMARAL,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BARONE DELL'ATERNO,DELIZIA DI VAPRIO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DELIZIA DI VAPRIO X PIROVANO 2,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BARONE DELL'ATERNO,PIROVANO 2,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,DELIZIA DI VAPRIO X PIROVANO 2,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BASERRI,GROS MANSENG,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GROS MANSENG X MUSCADELLE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BASERRI,MUSCADELLE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,GROS MANSENG X MUSCADELLE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BASILE LOGOTHETIS,MUSCAT OF ALEXANDRIA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT OF ALEXANDRIA  X SULTANINA BIANCA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BASILE LOGOTHETIS,SULTANINA BIANCA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT OF ALEXANDRIA  X SULTANINA BIANCA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BASTARDO MAGARACHSKII,BASTARDO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,BASTARDO X SAPERAVI,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
BASTARDO MAGARACHSKII,SAPERAVI,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,BASTARDO X SAPERAVI,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
BEALA DEBELA,ALBA IMPUTATATO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ALBA IMPUTATATO X PROKUPAC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BEALA DEBELA,PROKUPAC,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,ALBA IMPUTATATO X PROKUPAC,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BEAUFORT,FORTH WORTH #3,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,FORTH WORTH #3 X UNKNOWN,,none,,
BEAUFORT,UNKNOWN,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,FORTH WORTH #3 X UNKNOWN,,none,,
BEAUNOIR,GOUAIS BLANC,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
BEAUNOIR,PINOT,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HEUNISCH WEISS X PINOT,10.1007/s00122-012-1988-2; 10.1126/science.285.5433.1562,Lacombe 2013,10.1007/s00122-012-1988-2,10.1126/science.285.5433.1562
BEAUTY SEEDLESS,KOENIGIN DER WEINGAERTEN,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOENIGIN DER WEINGAERTEN X BLACK SEEDLESS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BEAUTY SEEDLESS,BLACK SEEDLESS,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KOENIGIN DER WEINGAERTEN X BLACK SEEDLESS,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BELLEVUE,OLIVETTE BLANCHE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,OLIVETTE BLANCHE X AFUZ ALI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BELLEVUE,AFUZ ALI,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,OLIVETTE BLANCHE X AFUZ ALI,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BELLINO,BLACK MOROCCO,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X SCHIAVA GROSSA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BELLINO,SCHIAVA GROSSA,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,BLACK MOROCCO X SCHIAVA GROSSA,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BEM TABORNOK,MUSCAT D' ALEXANDRIE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT D' ALEXANDRIE X GROS COLMAN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BEM TABORNOK,GROS COLMAN,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,MUSCAT D' ALEXANDRIE X GROS COLMAN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BENFICA,CASTELAO,Parent 1,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,CASTELAO X ALICANTE HENRI BOUSCHET,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
BENFICA,ALICANTE HENRI BOUSCHET,Parent 2,SSR,SSR,,,VIVC passport (via Cunha 2020),10.3389/fpls.2020.00127,,confirmed,CASTELAO X ALICANTE HENRI BOUSCHET,10.3389/fpls.2020.00127,Cunha 2020,10.3389/fpls.2020.00127,
BEOGRADSKA RANA,PERLE DE CSABA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PERLE DE CSABA X DATTIER DE BEYROUTH,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BEOGRADSKA RANA,DATTIER DE BEYROUTH,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,PERLE DE CSABA X DATTIER DE BEYROUTH,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BERNATH JANOS,KADARKA,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KADARKA X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BERNATH JANOS,MATHIASZ JANOSNE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,KADARKA X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BERRI SPITAK,HADISI,Parent 1,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,HADISI X GENOTYPE 16,10.3390/biology10121279,Margaryan 2021,10.3390/biology10121279,
BERRI SPITAK,GENOTYPE 16,Parent 2,SSR,SSR,,,VIVC passport (via Margaryan 2021),10.3390/biology10121279,,confirmed,HADISI X GENOTYPE 16,10.3390/biology10121279,Margaryan 2021,10.3390/biology10121279,
BETTLERTRAUBE,ZIMMETTRAUBE BLAUSCHWARZ,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ZIMMETTRAUBE BLAUSCHWARZ X HEUNISCH WEISS,,none,,
BETTLERTRAUBE,GOUAIS BLANC,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),,,confirmed,ZIMMETTRAUBE BLAUSCHWARZ X HEUNISCH WEISS,,none,,
BEZOUL EL AOUDA,ABOUHOU = ASSERGHIN,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,ABOUHOU = ASSERGHIN  X DEDO DE DAMA.,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
BEZOUL EL AOUDA,DEDO DE DAMA.,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018),10.1007/s00122-012-1988-2,,confirmed,ABOUHOU = ASSERGHIN  X DEDO DE DAMA.,10.1007/s00122-012-1988-2; 10.1371/journal.pone.0192540; 10.3389/fpls.2020.605934,Lacombe & Emanuelli 2020; Lacombe 2013; Laucou 2018,10.1007/s00122-012-1988-2,
BEZUMYANNYI,BURYI 2,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1134/S2635167622050135,,confirmed,BURYI 2 X TSIMLYANSKIY CHERNYI,10.1134/S2635167622050135,none,10.1134/S2635167622050135,10.1134/S2635167622050135
BEZUMYANNYI,TSIMLYANSKIY CHERNYI,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.1134/S2635167622050135,,confirmed,BURYI 2 X TSIMLYANSKIY CHERNYI,10.1134/S2635167622050135,none,10.1134/S2635167622050135,10.1134/S2635167622050135
BIANCA,SEYVE VILLARD 12375,Parent 1,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,SEYVE VILLARD 12375 X BOUVIER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
BIANCA,BOUVIER,Parent 2,SSR,SSR,,,VIVC passport (pedigree confirmed by markers),10.3103/S0095452718050031,,confirmed,SEYVE VILLARD 12375 X BOUVIER,10.3103/S0095452718050031,none,10.3103/S0095452718050031,10.3103/S0095452718050031
BIANCHETTA TREVIGIANA,BRAMBANA,Parent 1,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,BRAMBANA X DURELLA,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
BIANCHETTA TREVIGIANA,DURELLA,Parent 2,SSR,SSR,,,VIVC passport (via Cipriani 2010),10.1007/s00122-010-1411-9,,confirmed,BRAMBANA X DURELLA,10.1007/s00122-010-1411-9,Cipriani 2010,10.1007/s00122-010-1411-9,
BICZO BALINT EMLEKE,HARSLEVELUE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HARSLEVELUE X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BICZO BALINT EMLEKE,MATHIASZ JANOSNE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HARSLEVELUE X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BICZO EGON,HARSLEVELUE,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HARSLEVELUE X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BICZO EGON,MATHIASZ JANOSNE,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,HARSLEVELUE X MATHIASZ JANOSNE,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BIEN DONNE,OHANES,Parent 1,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,OHANES X KOENIGIN DER WEINGAERTEN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
BIEN DONNE,KOENIGIN DER WEINGAERTEN,Parent 2,SSR,SSR,,,VIVC passport (via Lacombe 2013),10.1007/s00122-012-1988-2,,confirmed,OHANES X KOENIGIN DER WEINGAERTEN,10.1007/s00122-012-1988-2,Lacombe 2013,10.1007/s00122-012-1988-2,
